6.23155,6.61661,7.05261,7.39077,7.7794,8.18117
6.26496,6.67318,7.00184,7.45726,7.94226,8.24276
6.42672,6.61281,6.92279,7.58717,7.80384,8.02627
6.48824,6.60109,6.99803,7.60831,7.95832,8.11711
6.46529,6.64336,6.98428,7.61982,7.9234,8.12822
6.42526,6.69079,6.9958,7.56283,7.93207,8.15493
6.43306,6.68401,7.03395,7.59152,7.93082,8.14928
6.47497,6.70109,7.0527,7.61896,7.95469,8.15168
6.48404,6.70701,7.03664,7.66213,7.95856,8.18054
6.47646,6.71263,7.04157,7.62893,7.98119,8.1625
6.4929,6.714,7.04955,7.63981,7.98901,8.19313
6.49342,6.72985,7.07085,7.65649,8.00488,8.19648
6.50898,6.74124,7.08754,7.69959,8.03989,8.25009
6.52133,6.75656,7.11384,7.7195,8.04994,8.27181
6.51927,6.76223,7.13972,7.74708,8.09487,8.28517
6.54638,6.80002,7.16821,7.77175,8.16959,8.32152
6.56272,6.82175,7.20038,7.82093,8.17575,8.34175
6.56228,6.83796,7.20557,7.78197,8.19974,8.2504
6.57521,6.85939,7.22079,7.91096,8.16952,8.45541
6.62497,6.92382,7.32302,7.89048,8.23553,8.73625
