5.81982,6.29664,6.62272,7.17745,7.52748,7.84363
5.77088,6.23567,6.62714,7.19005,7.62019,7.87778
5.97549,6.27901,6.5014,7.20856,7.65152,7.78699
6.08525,6.23887,6.59146,7.2481,7.70517,7.83295
6.05168,6.25789,6.6517,7.28089,7.65874,7.87675
6.05739,6.30776,6.70146,7.31277,7.62985,7.89122
6.02828,6.29558,6.66151,7.29865,7.6718,7.87663
6.09936,6.30092,6.69432,7.32009,7.70286,7.89919
6.08918,6.29504,6.66437,7.3514,7.69907,7.92925
6.08228,6.30823,6.68123,7.31301,7.71505,7.91076
6.09508,6.31863,6.68098,7.33186,7.71866,7.93718
6.09842,6.33265,6.70205,7.34435,7.73011,7.93053
6.11298,6.34908,6.71656,7.37777,7.74839,7.96432
6.12188,6.35945,6.73928,7.37914,7.74493,7.96749
6.12314,6.3677,6.743,7.39107,7.76888,7.95435
6.15074,6.39111,6.76281,7.3792,7.79938,7.95566
6.16336,6.40034,6.77128,7.42716,7.7837,7.96531
6.15987,6.41049,6.75794,7.34614,7.78168,7.83009
6.17126,6.42184,6.76485,7.49331,7.76349,8.03744
6.19992,6.44939,6.85721,7.44536,7.80037,8.32185
