12.1406,13.3306,15.0049,16.6,19.5754,23.1684
13.1755,14.0763,15.5949,17.61,20.2561,23.8018
13.858,15.0603,16.3916,18.4652,20.9842,24.2491
14.6037,15.6352,17.3728,19.5863,22.2723,25.0536
15.2934,16.5007,18.1942,20.46,23.2999,26.0367
15.7312,16.9886,18.8196,21.305,23.8625,26.8748
16.5057,17.5793,19.6144,22.1165,24.97,27.7221
17.522,18.6984,20.6588,23.1998,26.1662,29.1799
18.3048,19.5677,21.4154,24.2368,26.9833,29.764
18.5817,19.767,21.8231,24.1888,26.8591,29.7532
19.4906,20.6088,22.5402,24.6469,27.1885,29.7516
21.1391,22.0052,23.0528,24.5273,26.9156,29.4414
22.2469,22.5197,23.0813,24.5488,26.6437,28.7055
22.8387,22.7539,22.5372,24.0731,25.9737,28.037
23.033,21.8665,22.0725,23.2159,25.1722,26.6989
22.3891,20.8563,21.0327,21.8914,23.5235,25.0936
21.3833,20.264,20.5481,21.6323,22.8795,24.5954
20.5908,19.6843,19.7694,20.774,22.2547,24.0348
20.4296,19.419,19.2618,20.1838,21.5184,22.3725
19.2854,18.2413,18.2118,19.0411,20.293,19.3771
