10.3925,12.3229,11.1805,14.6944,15.8635,19.9536
10.2545,12.1509,14.7198,17.0659,15.5528,20.0998
12.6968,11.9983,13.2726,14.7988,17.6248,20.4497
14.0225,14.4542,14.5761,18.0638,21.1855,20.6896
13.424,16.641,15.9457,19.8588,20.0998,22.0706
16.1172,15.2249,16.8858,18.7308,24.1689,25.8698
15.4015,16.4793,19.6285,20.4278,22.992,27.7029
16.6107,18.85,19.3881,25.8595,27.1726,30.9057
18.6222,20.0114,23.9432,26.9991,29.889,33.1796
18.246,22.0571,24.7867,28.5923,30.3275,33.1671
19.8554,22.4777,26.0174,28.9722,30.8592,32.3553
21.272,30.3022,27.0211,26.5341,27.3811,29.02
26.0235,27.4443,24.8467,24.2985,25.3733,27.1171
27.5176,23.9243,22.6911,22.6793,23.8884,25.8117
24.8707,21.8802,21.0627,20.9229,22.6467,24.2118
21.7242,19.7811,19.0401,19.4153,20.9343,22.1963
20.2523,18.5672,18.0836,18.7301,19.7406,20.2608
19.2324,17.6228,17.2603,17.9937,19.7257,22.8822
18.7337,17.2583,16.6759,17.5414,19.1157,18.0783
17.4449,15.8012,15.7511,16.0244,16.4746,15.5288
