10.4058,11.9745,13.7176,15.9942,19.0532,22.8203
11.62,12.5292,14.2181,16.9013,19.7379,23.6282
12.3997,13.4295,15.0354,17.3145,20.4687,23.7288
13.0582,14.1219,15.9042,18.1584,21.2642,24.6264
14.019,15.1354,16.795,18.9797,22.1417,25.6191
14.4758,15.6622,17.4258,19.8192,22.5714,26.2685
15.3933,16.5215,18.2918,20.5618,23.4377,26.777
16.3692,17.6205,19.4306,21.7918,24.5292,27.9109
17.0744,18.5274,20.137,22.7423,25.4604,28.4153
17.2481,18.6151,20.5622,22.7177,25.3462,28.4495
18.0363,19.3426,21.1955,23.1926,25.4196,28.228
19.184,20.2909,21.457,23.0271,25.141,27.7661
19.9505,20.6038,21.4826,22.9315,24.8703,27.0132
20.3195,20.7997,20.9812,22.3204,24.0585,26.3252
20.3143,19.9528,20.5673,21.4611,23.263,25.2021
19.9147,19.1962,19.3748,20.007,21.7053,23.7413
19.1864,18.5791,18.7762,19.6702,21.2273,23.3154
18.7351,18.1332,18.0246,19.0149,20.8748,22.904
18.467,17.7737,17.4621,18.3048,19.9932,21.1602
17.5523,16.5578,16.3213,17.3457,18.9766,18.226
