160,64,1024,5,141.13
160,64,1024,4,118.2
160,64,1024,3,75.14
160,64,1024,2,64.88
160,64,1024,1,49.1
160,64,512,5,134.13
160,64,512,4,108.11
160,64,512,3,68.64
160,64,512,2,58.74
160,64,512,1,36.48
160,64,256,5,125.75
160,64,256,4,104.03
160,64,256,3,64.97
160,64,256,2,52.37
160,64,256,1,27.91
80,64,1024,5,89.3
80,64,1024,4,83.78
80,64,1024,3,59.34
80,64,1024,2,61.62
80,64,1024,1,45.5
80,64,512,5,71.34
80,64,512,4,70.38
80,64,512,3,48.66
80,64,512,2,49.31
80,64,512,1,34.11
80,64,256,5,67.04
80,64,256,4,64.71
80,64,256,3,42.68
80,64,256,2,44.1
80,64,256,1,28.34
40,64,1024,5,70.15
40,64,1024,4,73.46
40,64,1024,3,54.12
40,64,1024,2,58.24
40,64,1024,1,47.58
40,64,512,5,61.45
40,64,512,4,66.31
40,64,512,3,43.9
40,64,512,2,51.1
40,64,512,1,37.59
40,64,256,5,54.76
40,64,256,4,54.39
40,64,256,3,35.23
40,64,256,2,39.73
40,64,256,1,26.46
