160,128,1024,69.2
160,128,512,58.16
160,128,256,31.37
160,64,1024,44.63
160,64,512,41.2
160,64,256,26.04
80,128,1024,104.74
80,128,512,72.35
80,128,256,57.72
80,64,1024,57.13
80,64,512,44.68
80,64,256,38.04
40,128,1024,84.07
40,128,512,71.42
40,128,256,79.83
40,64,1024,51.5
40,64,512,53.16
40,64,256,49.39
20,128,1024,77.09
20,128,512,75
20,128,256,74.61
20,64,1024,47.47
20,64,512,48.39
20,64,256,48.21
