160,128,1024,391.24
160,128,512,393.86
160,128,256,148.74
160,64,1024,249.52
160,64,512,209.62
160,64,256,71.39
80,128,1024,494.03
80,128,512,367.5
80,128,256,135.72
80,64,1024,254.77
80,64,512,196.45
80,64,256,78.3
40,128,1024,493.52
40,128,512,387.94
40,128,256,146.28
40,64,1024,259.91
40,64,512,206.18
40,64,256,83.7
