160,1024,27807.5
160,512,26928.1
160,256,25858
80,1024,6936.47
80,512,6859.46
80,256,6721.15
40,1024,3252.91
40,512,2928.57
40,256,2788.03
20,1024,622.71
20,512,611.07
20,256,585.04
