16.4577,24.5471,24.8817,17.3632,18.5907,13.3765,18.2731,25.1839,18.2038,15.0706,13.7236,14.8951,16.487,18.3051,20.2533,22.1441,22.1087,21.3603,20.1171,19.4535,17.9279,16.7337,15.9415,15.8428,15.2171,15.1051,14.7271,14.639,14.2662,14.2003,13.8383,13.8298,13.7217,13.4579,13.4327,13.4091,13.4262,13.2039,13.3983,13.3606,13.3227,14.9797,14.9896,15.0062,15.0228,15.0329,15.0621,15.0859,15.081,15.1142,15.1311,15.1747,15.1836,15.2261,15.2101,15.2258,15.2057,15.2043,15.1671,15.2834,15.4185,15.409,15.5002,15.4862,15.5126,15.4939,15.5451,15.5109,15.5288,15.5312,15.518,15.5045,15.5023,15.5001,17.5324,17.5998,17.6332,17.6673
24.0023,16.1321,24.8817,23.4583,20.1303,18.0862,18.2731,25.1839,18.2038,15.0706,18.7558,21.8783,22.1137,20.1382,18.4893,16.6649,15.537,14.8997,16.5019,16.9978,18.0672,19.163,20.2683,20.8456,21.5802,22.0964,22.0251,22.2814,21.1048,21.0946,20.5055,20.3593,19.946,18.7469,18.6195,18.4683,18.3598,17.6856,17.5668,17.423,17.3565,16.4225,16.3125,16.25,16.1995,16.1737,15.731,15.7248,15.6885,15.5898,15.5759,15.5255,15.53,15.0322,15.0439,15.075,15.0896,15.0361,15.1671,15.2834,15.4185,15.409,15.5002,15.4862,15.5126,15.4939,15.5451,15.5109,15.5288,15.5312,15.518,15.5045,15.5023,15.5001,17.5324,17.5998,17.6332,17.6673
23.7217,24.5471,24.8817,18.1097,18.5907,24.1512,18.2731,25.1839,18.2038,19.7489,23.1322,20.9039,18.0258,16.0335,20.2533,22.1441,22.1087,21.3603,20.1171,19.4535,17.9279,16.7337,15.9415,15.8428,17.1498,17.4381,18.433,18.642,19.6771,20.1042,20.4834,20.9356,21.2038,21.4178,21.6542,21.8751,22.1177,21.7512,21.7634,21.6233,21.6139,20.5375,20.3554,20.1239,20.0761,20.0361,18.9609,18.9338,18.9086,18.7606,18.7357,18.6302,18.6089,17.728,17.725,17.7698,17.7657,17.6097,17.6194,17.624,17.5249,17.5291,16.832,16.8465,16.8334,16.8613,16.7924,16.8421,16.7388,16.7399,16.7034,16.7305,16.7244,16.7249,16.3055,16.2679,16.2431,16.2174
19.6995,18.066,24.8817,22.8638,24.8253,23.0955,17.7471,25.1839,18.2038,23.1582,20.5112,18.0097,20.7023,22.462,22.1747,20.2568,17.944,16.8586,19.9245,20.8488,21.9216,22.1918,21.7374,21.7851,20.5881,20.2788,18.9012,18.6282,17.5423,17.4026,16.7912,18.4631,18.7531,19.355,19.6479,19.9184,20.1745,20.6875,20.9372,21.187,21.5081,21.6228,21.6868,21.6887,21.7788,21.9223,21.0507,21.1506,21.1942,21.0955,21.1794,21.1569,21.0839,19.9651,20.0305,20.0664,20.0884,19.9678,20.0248,20.0695,19.9732,19.9744,19.1985,19.2149,19.2015,19.2194,19.12,19.1924,19.0284,19.0204,18.9656,18.993,18.9501,18.9182,18.3397,18.2855,18.2352,18.1962
24.0023,24.5471,24.8817,23.4583,18.5907,18.0862,19.5752,25.1839,20.7127,23.1916,18.5348,21.8783,22.1137,20.1382,18.4893,22.1441,22.1087,21.3603,20.1171,19.4535,17.9279,16.7337,20.2683,20.8456,21.5802,22.0964,22.0251,22.2814,21.1048,21.0946,20.5055,20.3593,19.946,18.7469,18.6195,18.4683,18.3598,17.6856,19.6869,19.9417,20.1225,20.5306,20.7147,20.8083,20.9795,21.2083,21.2971,21.4321,21.5812,21.5576,21.5493,21.6543,21.6414,20.7457,20.874,20.9885,21.0082,20.8695,20.9458,21.0544,21.0206,21.0041,20.0668,20.1185,20.165,20.2322,20.1728,20.2666,20.1697,20.1704,20.1325,20.1632,20.1324,20.1007,19.5548,19.5141,19.4664,19.4315
24.137,19.4689,24.8817,19.9211,24.1459,21.4719,21.1542,25.1839,22.594,21.6677,21.5061,22.6954,19.5478,21.3864,22.6788,22.0311,19.5217,18.4508,21.3443,22.3462,22.5813,21.7604,20.516,20.2747,18.7511,18.4268,20.5265,20.9397,21.3368,21.5706,21.3949,21.6748,21.6431,21.1824,21.0562,20.9296,20.8003,19.9742,19.8476,19.6101,19.4997,18.5629,18.3678,18.2366,19.7119,19.8449,20.2237,20.3582,20.4873,20.5144,20.5572,20.7189,20.8096,20.7502,20.8351,21.0302,21.1513,21.1437,21.1225,21.3363,21.4243,21.4722,20.9206,21.0442,21.0865,21.1205,21.1042,21.1749,21.1262,21.1576,21.1945,21.2318,21.2071,21.1944,20.6326,20.6396,20.6204,20.6152
20.8345,24.5471,24.8817,24.7056,23.5113,24.1512,22.2652,25.1839,23.551,20.2426,23.1322,20.9039,22.4024,21.6633,20.8023,22.1441,22.1087,21.3603,20.1171,19.4535,20.4167,21.5191,22.0643,22.4147,21.6631,21.5723,20.5011,20.3321,19.1252,18.9189,20.4834,20.9356,21.2038,21.4178,21.6542,21.8751,22.1177,21.7512,21.7634,21.6233,21.6139,20.5375,20.3554,20.1239,20.0761,20.0361,18.9609,18.9338,18.9086,18.7606,18.7357,19.8352,19.9309,20.2399,20.2979,20.4723,20.5563,20.5799,20.6015,20.7109,20.8702,20.9406,20.6542,20.7996,20.8957,20.9854,21.0301,21.1123,21.1302,21.1301,21.2138,21.2833,21.2717,21.286,21.0756,21.1185,21.1248,21.1426
24.0023,20.5225,24.8817,23.4583,22.9419,24.5046,23.3373,25.1839,24.0173,19.4091,22.1614,21.8783,22.1137,20.1382,22.2718,22.4358,20.1249,19.2299,22.1461,22.7576,21.7076,20.6266,19.259,20.8456,21.5802,22.0964,22.0251,22.2814,21.1048,21.0946,20.5055,20.3593,19.946,18.7469,20.833,21.1841,21.4236,21.5312,21.7255,21.8339,22.0341,21.6556,21.5912,21.4681,21.5367,21.5356,20.5384,20.5294,20.4717,20.2605,20.286,20.214,20.157,18.7602,18.7916,18.8364,18.8541,18.7235,19.9465,19.991,20.1578,20.2328,20.1434,20.2928,20.3975,20.52,20.59,20.687,20.7803,20.7956,20.9242,21.0168,21.0559,21.0972,21.1302,21.2116,21.2435,21.2855
24.9107,24.5471,24.8817,21.0131,24.8253,20.1571,24.2257,25.1839,23.9309,23.1582,20.5112,22.9467,20.5533,22.462,22.1747,20.2568,22.1087,21.3603,20.1171,19.4535,21.9216,22.1918,21.7374,21.7851,20.5881,20.2788,21.2037,21.7625,21.9492,22.2233,21.3479,21.4694,21.2721,20.668,20.4351,20.1669,20.1098,18.9076,20.9372,21.187,21.5081,21.6228,21.6868,21.6887,21.7788,21.9223,21.0507,21.1506,21.1942,21.0955,21.1794,21.1569,21.0839,19.9651,20.0305,20.0664,20.0884,19.9678,20.0248,20.0695,19.9732,19.9744,19.1985,19.2149,20.1784,20.3102,20.3776,20.473,20.579,20.6142,20.7565,20.8501,20.9122,20.9594,20.9932,21.0786,21.1183,21.1729
21.7552,20.7756,24.8817,24.6827,21.9113,22.2444,24.0576,25.1839,23.4259,23.678,22.3768,22.0848,22.8981,21.1661,21.915,22.9059,20.7512,20.0383,22.0943,22.6168,21.5794,20.2974,21.8424,22.3099,21.7024,21.7966,21.1159,20.944,19.751,21.2242,21.7266,22.0897,22.1738,21.4735,21.4335,21.3739,21.3313,20.3007,20.2336,20.0461,19.967,19.1695,21.0406,21.103,21.2721,21.4944,21.4418,21.5492,21.6627,21.5908,21.5541,21.6072,21.5324,20.4411,20.554,20.6392,20.6384,20.5436,20.6022,20.6927,20.6447,20.6675,19.7541,19.7908,19.8057,19.8476,19.7863,19.8731,19.7753,19.7711,19.7245,20.4417,20.549,20.6104,20.5762,20.6753,20.7354,20.7682
