20.4671,16.0449,15.6379,20.9621,17.1674,21.789,14.8459,16.7946,19.7289,13.232,14.1857,14.4029,15.9576,18.4165,18.564,20.1343,11.7793,12.3985,12.5151,13.4244,13.5082,13.5703,13.696,14.9955,15.03,15.1194,15.0399,17.4151,17.4002,17.4313,17.5702,17.4664,17.5222,19.6447,19.7657,19.5376,11.1584,11.1994,11.2117,11.2145,11.3687,12.09,12.139,12.2052,12.2132,12.2254,12.2028,12.1395,12.1539,12.1277,12.1241,12.1208,12.1048,12.1433,13.0973,13.1147,13.0554,13.042,13.0523,13.0821,13.0977,13.0911,13.0651,13.0605,13.0801,13.0906,13.1438,13.1639,13.1646,13.2184,13.1603,13.1781,13.1632,13.1545,13.1688,13.0819,13.0826,13.1933,14.6984,14.6593,14.6226,14.6281,14.6225,14.6453,14.6634,14.6749,14.6801,14.623,14.6198,14.6262,14.6065,14.642,14.6248,14.6425,14.6539,14.6502,14.639,14.6324,14.75,14.7334,14.729,14.7088,14.7146,14.7677,14.75,14.7813,14.7885,14.8085,14.8192,14.8325,14.8134,14.6871,14.6813,14.707,14.7002,14.7291,14.7542,14.7496,14.7313,14.7183,14.704,14.6819,14.6734,14.6588,14.66,14.6454,14.6344,14.6311,14.5446,14.5247,14.4517,14.5817,14.5404,14.544,14.5251,14.5222,16.6186,16.6323,16.7251,16.6764,16.675,16.64,16.668,16.6613,16.6258,16.5947,16.5986,16.5971,16.5922,16.5894,16.6023,16.7001,16.704,16.7036,16.7124,16.7322,16.739,16.7464,16.7289,16.7135
18.9352,22.8159,15.6379,20.9621,20.4992,14.9318,18.991,21.609,14.6019,17.7835,20.3558,20.5321,13.3817,14.5631,14.7258,16.3119,16.4641,19.248,19.5194,19.4688,12.5579,12.6048,12.6973,13.7346,13.7335,13.7957,13.7671,15.2329,15.1547,15.2127,15.4509,15.4071,15.5192,17.7564,17.7565,17.6576,17.6407,17.5985,17.5243,17.3857,17.3394,18.9606,19.097,19.1433,11.7677,11.7864,11.7583,11.6987,11.7077,11.6925,11.6617,11.6703,11.6645,11.7004,12.5425,12.5627,12.5099,12.4936,12.506,12.5341,12.5419,12.5376,12.5132,12.5094,12.5224,12.532,12.5875,12.6133,12.6159,12.6636,12.6027,12.6151,12.593,12.5988,12.6089,12.5243,12.5249,12.6257,13.9605,13.9128,13.8969,13.9049,13.9018,13.9222,13.9487,13.9657,13.9735,13.9076,13.8943,13.8932,13.8818,13.9178,13.911,13.9298,13.9292,13.9402,13.9399,13.9372,14.0323,14.0179,14.0071,13.9847,13.9889,14.032,14.0021,14.036,14.0431,14.0662,14.0729,14.0758,14.0709,13.9592,13.9561,13.9941,13.9904,14.0121,14.0462,14.0452,14.0382,14.0336,14.0175,13.988,13.9811,13.9739,13.9759,13.9684,13.9618,13.9626,13.8878,13.871,13.8121,13.9438,13.9099,13.9142,13.8959,13.8944,15.8902,15.8915,15.9767,15.9316,15.9279,15.8825,15.8833,15.89,15.8355,15.8264,15.8128,15.8135,15.8101,15.8101,15.825,15.8804,15.8851,15.8959,15.8932,15.9066,15.9109,15.9197,15.9143,15.9208
22.0556,20.4263,21.7484,20.9621,21.4765,16.7589,20.8499,15.8014,18.4334,19.4372,15.3492,15.6411,17.6351,20.2474,13.0491,14.0965,14.1831,15.7207,16.0234,18.307,18.6309,18.7816,18.6274,19.9105,12.9005,12.9738,12.9529,14.0326,13.9513,13.984,14.2044,14.1628,14.2601,16.0672,16.0666,16.0397,16.0592,16.0712,16.0745,16.0095,16.1705,18.44,18.5699,18.7092,18.7285,18.7053,18.7134,18.3855,18.3124,18.2975,18.2999,18.1706,11.7801,11.8205,12.5723,12.5921,12.5333,12.5214,12.5278,12.5534,12.5744,12.5704,12.5539,12.5435,12.5658,12.5759,12.6283,12.6359,12.6398,12.6977,12.6452,12.6595,12.6405,12.6495,12.6591,12.5726,12.5733,12.6748,14.1647,14.1082,14.0962,14.1147,14.1191,14.1403,14.1555,14.1678,14.1637,14.1197,14.1003,14.0976,14.0925,14.1247,14.1246,14.1448,14.1483,14.1499,14.1413,14.1372,14.258,14.2367,14.2251,14.2049,14.2075,14.2461,14.2208,14.257,14.2642,14.2815,14.2788,14.28,14.2685,14.1408,14.1387,14.1808,14.1777,14.2002,14.2204,14.2157,14.209,14.2016,14.1807,14.1639,14.157,14.1443,14.1459,14.1305,14.1215,14.1223,14.0394,14.0215,13.9585,14.084,14.0489,14.053,14.0314,14.0295,15.7961,15.791,15.8717,15.8316,15.8345,15.8113,15.8067,15.8129,15.7619,15.7536,15.7597,15.7573,15.7545,15.7549,15.7472,15.7945,15.7986,15.8051,15.7991,15.8183,15.8062,15.7951,15.7935,15.7879
18.9352,18.1791,22.3575,20.9621,21.1103,19.6461,16.0049,18.9627,14.6019,17.7835,20.3558,20.5321,14.9041,16.5469,16.7769,19.283,19.4109,13.9935,14.1518,15.5391,15.7603,15.9037,16.0496,18.6598,18.703,18.5858,18.2187,19.5525,13.2486,13.2757,13.4604,13.4026,13.5,14.8587,14.8731,14.8544,14.8835,14.9073,14.9282,14.8927,15.0927,17.2506,17.3565,17.5062,17.5137,17.5293,17.552,17.2683,17.2587,17.2526,17.3256,17.1975,17.0842,17.0907,18.7729,18.8134,18.8673,18.8022,18.778,18.8756,12.3541,12.3518,12.3344,12.3198,12.3442,12.3476,12.4021,12.4231,12.4284,12.4674,12.4081,12.4186,12.3945,12.3919,12.4044,12.3261,12.3278,12.4343,13.9972,13.9489,13.9462,13.9676,13.9629,13.9834,14.0035,14.0076,14.0145,13.9582,13.954,13.9522,13.9433,13.98,13.9763,13.9939,13.9912,14.0011,13.9926,13.9906,14.078,14.0667,14.0612,14.0465,14.0479,14.0872,14.0598,14.0875,14.0951,14.1083,14.1168,14.1296,14.1185,14.0061,14.003,14.0318,14.0281,14.0518,14.0735,14.0718,14.059,14.0522,14.0292,14.0256,14.0192,14.015,14.0173,14.0048,13.9969,13.9968,13.9105,13.8933,13.8345,13.9566,13.9248,13.9295,13.912,13.9112,15.6775,15.6807,15.7594,15.7256,15.7309,15.6801,15.6675,15.6662,15.6112,15.6079,15.5979,15.5964,15.5952,15.596,15.5897,15.6213,15.6263,15.6322,15.6412,15.658,15.6618,15.6625,15.6571,15.6641
22.0556,22.8159,21.873,20.9621,20.7117,21.789,18.991,21.609,16.96,20.6359,16.4704,16.8463,19.6059,20.057,14.7258,16.3119,16.4641,19.248,19.5194,19.4688,14.5221,14.6122,14.7676,16.6705,16.7377,16.7665,16.6117,19.1912,19.157,19.2466,19.2069,19.0089,13.0786,14.355,14.3646,14.3533,14.3839,14.4128,14.44,14.4184,14.6255,16.6038,16.6859,16.8198,16.8215,16.8476,16.8505,16.616,16.6241,16.5902,16.6804,16.571,16.4688,16.4914,18.7384,18.7641,18.7581,18.7522,18.7257,18.8272,18.71,18.6961,18.6541,18.7949,18.844,18.7288,18.8252,18.813,12.9844,13.0359,12.9707,12.9892,12.9704,12.9777,12.9901,12.91,12.9121,13.0124,14.3025,14.2575,14.2361,14.2425,14.2383,14.267,14.2773,14.293,14.289,14.2129,14.1946,14.2001,14.1862,14.209,14.2103,14.2343,14.2449,14.2359,14.223,14.2178,14.3449,14.3225,14.3119,14.292,14.2946,14.3473,14.3284,14.3685,14.376,14.3923,14.3943,14.4062,14.3976,14.2707,14.2675,14.3006,14.2963,14.3127,14.3362,14.3333,14.3145,14.3075,14.2779,14.2501,14.2442,14.2345,14.2361,14.2205,14.2134,14.2134,14.1467,14.1278,14.0645,14.1929,14.1607,14.1648,14.1428,14.1415,16.0957,16.0915,16.1799,16.1298,16.1307,16.0825,16.0682,16.0752,16.0455,16.0289,16.0337,16.0336,16.0321,16.031,16.0453,16.1262,16.1306,16.1317,16.1284,16.1505,16.142,16.1364,16.1225,16.1297
20.4671,21.745,21.1453,20.9621,17.1674,21.789,21.1591,16.7946,19.7289,17.7835,20.3558,20.5321,15.9576,18.4165,18.564,20.1343,14.708,16.4724,16.7871,19.1157,19.3327,19.4134,13.696,14.9955,15.03,15.1194,15.0399,17.4151,17.4002,17.4313,17.5702,17.4664,17.5222,19.6447,19.7657,19.5376,13.864,13.9033,13.9321,13.917,14.1308,15.8682,15.9265,16.0374,16.0372,16.0707,16.0542,15.8861,15.8929,15.8737,15.9638,15.8686,15.7801,15.8137,18.1712,18.2005,18.1457,18.1519,18.1469,18.2013,18.1379,18.132,18.0664,18.1419,18.2218,18.1177,18.1587,18.1576,18.1568,18.0488,18.0219,18.0908,17.9975,17.8861,17.8295,17.6664,12.6053,12.7122,14.2151,14.1689,14.1536,14.1703,14.1673,14.1915,14.2064,14.2175,14.2245,14.1512,14.1355,14.1371,14.1285,14.1734,14.1684,14.1879,14.1924,14.2048,14.1972,14.1945,14.3171,14.3045,14.2932,14.2745,14.2848,14.3313,14.3026,14.3363,14.3435,14.3674,14.3679,14.3829,14.3734,14.2527,14.2475,14.2869,14.2825,14.3038,14.3228,14.3205,14.313,14.3052,14.2929,14.2942,14.2864,14.2744,14.2761,14.2629,14.2563,14.257,14.1583,14.1411,14.0699,14.1996,14.1608,14.1649,14.1471,14.1456,15.9351,15.9365,16.0169,15.977,15.9819,15.923,15.9128,15.9086,15.8488,15.8375,15.8422,15.8404,15.8361,15.8358,15.8279,15.8804,15.8846,15.8931,15.8898,15.8979,15.9031,15.9037,15.9139,15.9203
21.7995,20.1644,20.079,20.9621,18.8245,18.2004,19.8873,20.0498,16.4773,20.5942,17.3359,17.6954,20.3555,15.9917,16.2482,18.7437,18.9619,19.9826,15.0472,17.0306,17.3541,17.519,17.569,20.1089,20.0853,14.5125,14.4606,16.4526,16.4003,16.4688,16.666,16.5858,16.7012,19.3165,19.3691,19.1921,19.1361,19.0414,18.9082,18.7103,13.8153,15.3031,15.3677,15.4568,15.4595,15.4847,15.4748,15.3223,15.3376,15.3102,15.3972,15.3191,15.255,15.2902,17.4732,17.4726,17.4139,17.4419,17.4421,17.486,17.497,17.4716,17.4045,17.4504,17.5419,17.4737,17.5351,17.5664,17.5567,17.4861,17.4381,17.494,17.3984,17.3033,17.2592,17.1222,17.1096,17.1196,18.6422,18.5855,18.6497,18.6907,18.7132,18.7279,14.1478,14.1675,14.1731,14.1027,14.0894,14.0856,14.072,14.0998,14.0881,14.1073,14.1188,14.1268,14.1103,14.1069,14.2515,14.2388,14.2358,14.2214,14.2201,14.2655,14.2482,14.2833,14.2902,14.3055,14.3113,14.3261,14.318,14.2036,14.1982,14.2463,14.2426,14.2613,14.2792,14.275,14.2592,14.2525,14.2261,14.1892,14.1813,14.179,14.1805,14.1688,14.1592,14.1573,14.1028,14.0854,14.0164,14.1407,14.1111,14.115,14.1,14.0977,16.1489,16.1448,16.2296,16.1841,16.184,16.1247,16.1293,16.128,16.0919,16.073,16.0574,16.0553,16.053,16.0525,16.0666,16.1609,16.1651,16.1579,16.1655,16.1896,16.1791,16.1736,16.1639,16.1591
22.0556,22.8159,19.4976,20.9621,20.4992,19.6461,18.991,21.609,18.9116,17.7835,20.3558,20.5321,17.3817,20.0682,20.1183,16.3119,16.4641,19.248,19.5194,19.4688,15.7603,15.9037,16.0496,18.6598,18.703,18.5858,18.2187,19.5525,15.1547,15.2127,15.4509,15.4071,15.5192,17.7564,17.7565,17.6576,17.6407,17.5985,17.5243,17.3857,17.3394,18.9606,19.097,19.1433,14.6327,14.6599,14.6439,14.522,14.546,14.5163,14.5891,14.542,14.4819,14.5235,16.5037,16.5092,16.4417,16.4459,16.4587,16.4948,16.535,16.5176,16.4274,16.458,16.542,16.514,16.5678,16.6173,16.6147,16.5999,16.587,16.6344,16.5448,16.4624,16.4387,16.3176,16.3104,16.3207,18.6801,18.615,18.6491,18.6875,18.7176,18.7388,18.8214,18.7463,18.7538,18.6557,18.7042,18.7008,18.7143,18.6797,14.2737,14.2935,14.2968,14.3064,14.2975,14.2962,14.412,14.4022,14.3997,14.3856,14.3919,14.4293,14.4024,14.4338,14.4415,14.4582,14.4589,14.4702,14.4584,14.3379,14.3344,14.3653,14.361,14.3795,14.4047,14.402,14.3925,14.3838,14.3653,14.351,14.3436,14.3319,14.3338,14.3221,14.3136,14.3127,14.249,14.2318,14.1685,14.2869,14.2503,14.2548,14.2377,14.2355,15.8909,15.8918,15.9759,15.9294,15.934,15.887,15.8864,15.8931,15.862,15.8399,15.8316,15.8319,15.8283,15.8271,15.8208,15.8687,15.873,15.8785,15.8865,15.9051,15.9093,15.9083,15.9231,15.929
21.1267,22.6419,19.3331,20.9621,20.8876,20.8902,21.0218,18.8057,21.1388,20.5379,17.6557,18.0235,20.5483,17.5162,17.7166,19.7387,15.185,17.5068,17.8546,19.683,19.8714,19.9739,15.1427,17.4536,17.5311,17.5527,17.3463,19.7284,19.7637,19.8569,14.9794,14.9362,15.0264,17.1067,17.1109,17.0533,17.0533,17.0283,16.9762,16.8706,16.9069,18.9349,19.13,19.222,19.2571,19.1844,19.2026,18.9366,14.3329,14.3079,14.3714,14.3275,14.2719,14.3143,16.2483,16.2608,16.1914,16.1945,16.2123,16.2532,16.2903,16.277,16.1906,16.2224,16.3004,16.2767,16.3311,16.381,16.3799,16.3828,16.368,16.4115,16.3269,16.2511,16.2328,16.1116,16.1056,16.1136,18.5988,18.5378,18.5663,18.6106,18.6064,18.6311,18.7154,18.6545,18.6631,18.5673,18.6196,18.6173,18.6309,18.6018,18.7015,18.7122,18.8127,18.7748,18.7245,18.7049,18.9676,18.9344,14.2952,14.2805,14.2969,14.3366,14.3203,14.3501,14.3578,14.3633,14.3728,14.3789,14.3706,14.255,14.2535,14.2883,14.2833,14.3124,14.3405,14.3363,14.3275,14.3211,14.3032,14.2983,14.2908,14.2785,14.2803,14.27,14.262,14.2618,14.1727,14.1534,14.0913,14.2069,14.1741,14.1787,14.1597,14.1579,15.8888,15.8836,15.9741,15.9355,15.9376,15.8992,15.8966,15.903,15.8495,15.8368,15.8288,15.8286,15.824,15.8238,15.8364,15.8951,15.8998,15.9094,15.9005,15.9133,15.9029,15.8926,15.9057,15.9123
22.0556,20.4263,21.7484,20.9621,21.4765,21.789,20.8499,20.0498,18.4334,19.4372,20.3558,20.5321,17.6351,20.2474,15.7912,17.9238,18.1209,20.1674,16.0234,18.307,18.6309,18.7816,18.6274,19.9105,16.0694,16.1185,15.9823,18.4598,18.4809,18.5616,18.5834,18.4358,18.3807,16.0672,16.0666,16.0397,16.0592,16.0712,16.0745,16.0095,16.1705,18.44,18.5699,18.7092,18.7285,18.7053,18.7134,18.3855,18.3124,18.2975,18.2999,18.1706,14.038,14.0806,15.9282,15.9379,15.866,15.8754,15.8889,15.9071,15.964,15.9505,15.8786,15.9042,15.9795,15.9631,16.0288,16.0794,16.0789,16.1051,16.0967,16.1373,16.0661,15.9988,15.9845,15.872,15.866,15.8804,18.5558,18.4985,18.5239,18.5679,18.5664,18.5933,18.6774,18.6248,18.6341,18.5431,18.5986,18.5983,18.5885,18.5315,18.6316,18.6437,18.7305,18.6955,18.653,18.6369,18.9094,18.8777,18.8551,18.8205,18.7668,18.8123,18.8231,18.8226,18.8283,18.7848,14.3077,14.323,14.3142,14.1972,14.1948,14.2369,14.2349,14.25,14.2638,14.2618,14.2499,14.2406,14.2165,14.2083,14.2008,14.1911,14.1936,14.1785,14.1701,14.1713,14.09,14.0712,14.0042,14.1243,14.0935,14.098,14.0741,14.0723,15.6843,15.6835,15.7647,15.7195,15.7236,15.6934,15.7205,15.716,15.668,15.6689,15.6738,15.6725,15.6707,15.6709,15.6634,15.7117,15.7161,15.7246,15.7207,15.7415,15.7498,15.7517,15.7706,15.7773
