10.3925,12.3229,11.1805,14.6944,15.8635,19.9536
10.2545,12.1509,14.7198,17.0659,15.5528,20.0998
12.6968,11.9983,13.2726,14.7988,17.6248,20.4497
14.0225,14.4542,14.5761,18.0638,21.1855,20.6896
13.424,16.641,15.9457,19.8588,20.0998,22.0706
16.1172,15.2249,16.8858,18.7308,24.1689,25.8698
15.4015,16.4793,19.6285,20.4278,22.992,27.7029
16.6107,18.85,19.3881,25.8595,27.1726,30.9057
18.6222,20.0114,23.9432,26.9991,29.889,33.1796
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
