250,14.5624
300,13.1686
350,11.9408
400,11.0946
450,10.4799
500,10.0161
550,9.65273
600,9.40413
650,9.1931
700,9.00803
750,8.84664
800,8.74104
850,8.60478
900,8.53019
950,8.45784
1000,8.35806
1050,8.26322
1100,8.25083
1150,8.2426
1200,8.20594
1250,8.17759
1300,8.1089
1350,8.08076
1400,8.02903
1450,8.0531
1500,8.06689
1550,8.03486
1600,8.03939
1650,8.02311
1700,7.99275
1750,7.94353
1800,7.92255
1850,7.88936
1900,7.85052
1950,7.79075
2000,7.79649
