2.463135762,2.475248534,2.486704809,2.497463114,2.507484493,2.516733467,2.525179117,2.532796261,2.539566723,2.545480656,2.550537896,2.554749296,2.558137971,2.56074041,2.562607339,2.563804271,2.564411643,2.564524428,2.56425117,2.563712337,2.563037992,2.56236474,2.561832037,2.561577926,2.561734369,2.562422386,2.56374723,2.565793886,2.568623164,2.572268645,2.572268645,2.568623164,2.565793886,2.56374723,2.562422386,2.561734369,2.561577926,2.561832037,2.56236474,2.563037992,2.563712337,2.56425117,2.564524428,2.564411643,2.563804271,2.562607339,2.56074041,2.558137971,2.554749296,2.550537896,2.545480656,2.539566723,2.532796261,2.525179117,2.516733467,2.507484493,2.497463114,2.486704809,2.475248534,2.463135762
2.391341805,2.256943424,2.272371394,2.287342534,2.30181511,2.315748441,2.329103684,2.341844711,2.353939089,2.365359144,2.376083084,2.386096151,2.395391764,2.403972593,2.411851495,2.419052248,2.425609991,2.431571281,2.436993691,2.441944877,2.446501064,2.450744924,2.454762882,2.458641907,2.462465911,2.466311932,2.470246304,2.474321056,2.478570795,2.483010292,2.483010292,2.478570795,2.474321056,2.470246304,2.466311932,2.462465911,2.458641907,2.454762882,2.450744924,2.446501064,2.441944877,2.436993691,2.431571281,2.425609991,2.419052248,2.411851495,2.403972593,2.395391764,2.386096151,2.376083084,2.365359144,2.353939089,2.341844711,2.329103684,2.315748441,2.30181511,2.287342534,2.272371394,2.256943424,2.391341805
2.318114652,2.192639064,2.197192901,2.212001081,2.22629277,2.240022737,2.25314735,2.265625558,2.277419998,2.288498219,2.298834013,2.308408802,2.317213051,2.325247637,2.332525104,2.339070703,2.344923124,2.350134794,2.354771643,2.358912222,2.362646106,2.36607153,2.369292267,2.372413814,2.375539034,2.378763437,2.382170398,2.385826591,2.389777991,2.394046738,2.394046738,2.389777991,2.385826591,2.382170398,2.378763437,2.375539034,2.372413814,2.369292267,2.36607153,2.362646106,2.358912222,2.354771643,2.350134794,2.344923124,2.339070703,2.332525104,2.325247637,2.317213051,2.308408802,2.298834013,2.288498219,2.277419998,2.265625558,2.25314735,2.240022737,2.22629277,2.212001081,2.197192901,2.192639064,2.318114652
2.243483815,2.126827268,2.131564679,2.137725221,2.151870584,2.165431969,2.178360237,2.190608557,2.202133645,2.212897166,2.222867278,2.23202029,2.240342392,2.247831384,2.25449831,2.260368907,2.265484722,2.269903757,2.273700498,2.276965176,2.279802145,2.282327289,2.28466444,2.286940879,2.289282047,2.291805737,2.294616091,2.297797809,2.301410995,2.30548708,2.30548708,2.301410995,2.297797809,2.294616091,2.291805737,2.289282047,2.286940879,2.28466444,2.282327289,2.279802145,2.276965176,2.273700498,2.269903757,2.265484722,2.260368907,2.25449831,2.247831384,2.240342392,2.23202029,2.222867278,2.212897166,2.202133645,2.190608557,2.178360237,2.165431969,2.151870584,2.137725221,2.131564679,2.126827268,2.243483815
2.167486596,2.059518782,2.064380569,2.070667921,2.07507556,2.088523854,2.101316917,2.113401748,2.124728605,2.135252581,2.144935373,2.153747237,2.161669061,2.168694508,2.174832115,2.180107227,2.184563607,2.188264549,2.191293277,2.193752457,2.195762617,2.197459355,2.198989275,2.200504673,2.202157156,2.204090472,2.206432988,2.209290315,2.212738694,2.216819681,2.216819681,2.212738694,2.209290315,2.206432988,2.204090472,2.202157156,2.200504673,2.198989275,2.197459355,2.195762617,2.193752457,2.191293277,2.188264549,2.184563607,2.180107227,2.174832115,2.168694508,2.161669061,2.153747237,2.144935373,2.135252581,2.124728605,2.113401748,2.101316917,2.088523854,2.07507556,2.070667921,2.064380569,2.059518782,2.167486596
2.090168473,1.990731116,1.99565662,2.002003141,2.006620957,2.015749301,2.028423998,2.040356354,2.051488532,2.061767179,2.071145443,2.079585244,2.087059751,2.093556017,2.09907764,2.103647333,2.107309193,2.110130463,2.112202512,2.113640781,2.11458342,2.115188402,2.115628991,2.116087555,2.116747876,2.117786308,2.119362301,2.121608979,2.124624543,2.128465277,2.128465277,2.124624543,2.121608979,2.119362301,2.117786308,2.116747876,2.116087555,2.115628991,2.115188402,2.11458342,2.113640781,2.112202512,2.110130463,2.107309193,2.103647333,2.09907764,2.093556017,2.087059751,2.079585244,2.071145443,2.061767179,2.051488532,2.040356354,2.028423998,2.015749301,2.006620957,2.002003141,1.99565662,1.990731116,2.090168473
2.011583364,1.920489003,1.925416826,1.931753418,1.936507747,1.945631181,1.956564464,1.968400167,1.979393643,1.98948162,1.998606936,2.00672114,2.01378741,2.019783738,2.024706266,2.028572619,2.031425027,2.033332943,2.034394849,2.034738882,2.034521898,2.03392667,2.033156948,2.032430327,2.031969037,2.031989037,2.032688069,2.034233555,2.036751378,2.040316633,2.040316633,2.036751378,2.034233555,2.032688069,2.031989037,2.031969037,2.032430327,2.033156948,2.03392667,2.034521898,2.034738882,2.034394849,2.033332943,2.031425027,2.028572619,2.024706266,2.019783738,2.01378741,2.00672114,1.998606936,1.98948162,1.979393643,1.968400167,1.956564464,1.945631181,1.936507747,1.931753418,1.925416826,1.920489003,2.011583364
1.931793758,1.848824772,1.853693639,1.859950661,1.864766248,1.873796652,1.884638458,1.929414967,1.940073221,1.949628712,1.957997406,1.965104267,1.970887369,1.975302602,1.978328859,1.979973536,1.980278053,1.979323015,1.977232478,1.974176699,1.97037269,1.966081853,1.961604118,1.957268187,1.953417866,1.950394924,1.94851947,1.948069342,1.949260424,1.952229956,1.952229956,1.949260424,1.948069342,1.94851947,1.950394924,1.953417866,1.957268187,1.961604118,1.966081853,1.97037269,1.974176699,1.977232478,1.979323015,1.980278053,1.979973536,1.978328859,1.975302602,1.970887369,1.965104267,1.957997406,1.949628712,1.940073221,1.929414967,1.884638458,1.873796652,1.864766248,1.859950661,1.853693639,1.848824772,1.931793758
1.850870662,1.775778611,1.780528362,1.786636731,1.791437844,1.800285855,1.810934609,1.853847744,1.692177238,1.707504665,1.722218907,1.736248456,1.74952543,1.761988208,1.773584453,1.784274436,1.794034527,1.802860627,1.810771246,1.817809844,1.824046007,1.829574995,1.834515253,1.839003603,1.84318803,1.847218298,1.851234959,1.855357682,1.859674089,1.864230397,1.864230397,1.859674089,1.855357682,1.851234959,1.847218298,1.84318803,1.839003603,1.834515253,1.829574995,1.824046007,1.817809844,1.810771246,1.802860627,1.794034527,1.784274436,1.773584453,1.761988208,1.74952543,1.736248456,1.722218907,1.707504665,1.692177238,1.853847744,1.810934609,1.800285855,1.791437844,1.786636731,1.780528362,1.775778611,1.850870662
1.768893337,1.701398683,1.7059714,1.711863846,1.716575604,1.72515213,1.735505243,1.776328382,1.628085843,1.633345954,1.647850253,1.661633864,1.674617705,1.686728478,1.697902239,1.708088471,1.717254523,1.725390183,1.732512024,1.738667061,1.743935128,1.748429329,1.75229393,1.755699175,1.758832774,1.761888226,1.765050613,1.768481078,1.77230162,1.776582075,1.776582075,1.77230162,1.768481078,1.765050613,1.761888226,1.758832774,1.755699175,1.75229393,1.748429329,1.743935128,1.738667061,1.732512024,1.725390183,1.717254523,1.708088471,1.697902239,1.686728478,1.674617705,1.661633864,1.647850253,1.633345954,1.628085843,1.776328382,1.735505243,1.72515213,1.716575604,1.711863846,1.7059714,1.701398683,1.768893337
