11.2217,11.6576,10.4411,12.0748,10.7368,8.52181,10.2811,10.9163,11.1629,7.24647,10.3408,6.30521,10.2324,10.74,10.0593,10.6302,9.98866,10.1279,11.924,11.2704,7.08859,11.3167,9.07289,8.835,10.5775,10.4516,8.45164,10.6856,12.3117,8.33024,9.78788,9.80284,9.85671,11.3759,10.3658,11.291,10.8009,10.3352,11.8199,7.90636,9.36168,11.389,11.05,10.2877,11.0527,10.1845,10.8339,11.3942,10.9501,10.067,12.6721,10.5934,12.4465,10.0605,7.84883,10.0695,5.56085,8.84995,8.40328,10.716,10.0531,10.8547,10.1454,8.90127,11.1844,11.1557,12.459,10.0145,11.2356,11.6233,8.18377,7.26275,11.7008,9.29275,11.1267,8.49551,9.42843,9.88051,7.96996,8.80469,8.66431,9.20505,10.3204,10.492,10.0292,7.01244,11.8324,11.9129,10.8217,11.4012,11.5437,12.2977,9.41588,11.6133,10.1275,7.92112,8.77353,10.8753,10.3759,11.354,10.159
9.84253,7.79953,5.85399,9.63912,7.82592,7.62289,9.65603,9.25585,7.26234,7.49768,9.24582,8.90332,7.68426,6.35409,7.82051,7.21532,7.65083,8.29787,6.97352,7.82332,7.32868,6.9813,9.95106,6.66359,6.57132,8.91286,7.20797,6.91562,9.25046,8.44268,9.9548,6.82245,9.93526,8.83019,10.1747,8.27318,7.08304,7.61201,7.91517,8.09509,9.07409,7.12357,8.81438,8.16872,7.05529,9.48362,9.72512,6.56943,8.39068,7.86949,9.67889,7.49875,7.71608,6.40753,7.62003,8.41433,8.7424,8.92695,9.33573,7.91746,7.82282,6.41576,7.91878,7.24161,8.01828,7.13033,10.4304,7.901,6.9076,7.71421,8.17947,9.01945,7.80108,8.03315,8.44308,7.48278,8.40257,7.95092,9.33353,6.3757,8.04028,7.82673,9.33716,8.79814,6.71923,7.68765,7.75945,9.7419,9.14986,8.38631,9.38259,5.50073,7.21362,7.65153,9.88181,9.47091,8.59828,8.76059,9.00491,8.8763,8.13989
10.0236,9.60085,10.0283,9.46144,9.27226,10.2607,10.2419,10.6268,9.3801,9.97043,9.98583,10.0778,9.80379,9.5969,10.0503,10.2,9.75106,9.31579,9.2004,10.4929,9.97863,9.96388,9.02817,10.2109,10.2925,9.93458,10.0224,9.41306,8.67944,10.1608,9.99343,10.6051,9.1,8.5478,9.93402,8.33995,9.31823,10.0579,10.3842,10.2428,10.5332,9.54457,10.4607,9.09113,9.44535,10.4696,10.2812,10.3403,9.39833,10.0923,8.29951,10.066,10.1324,10.1135,10.4481,9.64858,10.4799,9.74125,9.27083,9.28825,10.0385,9.82565,10.5133,10.4742,10.9867,9.77473,8.33568,10.1266,9.86488,10.0658,8.14725,10.2239,8.61552,8.73803,10.9218,10.1754,8.90391,9.90502,10.2708,9.8153,9.31548,9.85212,10.0845,10.2112,10.5152,9.99156,10.6159,10.7292,10.7616,9.38041,10.6564,10.2202,9.10949,10.275,10.3186,9.0273,10.186,10.3683,9.36522,8.3573,9.83758
9.7438,14.3077,13.6587,13.6375,10.3428,10.0942,9.87731,12.8763,11.1088,11.8078,10.5923,11.1103,11.1281,13.0432,11.162,12.301,11.2895,11.5785,14.5346,13.4767,11.3605,11.8364,11.8976,10.9623,11.9807,12.0467,12.2967,12.6622,13.9095,10.5935,11.2168,12.409,12.226,14.1397,10.6887,14.7728,11.3295,11.6853,13.3969,10.7839,10.9869,12.4359,11.1869,14.0769,12.0893,12.3342,11.8791,12.2561,11.4891,11.0107,13.7359,11.8769,14.2029,10.4307,10.7093,12.2379,10.7345,11.2879,11.7347,10.3322,11.1605,11.2669,10.7471,11.819,13.5143,12.0872,13.2414,11.6711,12.2024,13.7174,11.9804,11.004,12.385,11.0509,12.185,10.9247,11.8632,11.1466,11.0223,11.4999,12.0675,12.5385,11.68,11.9567,10.6819,11.5752,13.0451,13.6715,11.7262,10.6593,13.7174,14.2604,9.50061,13.9461,9.78545,12.1648,12.0687,12.7846,10.8824,14.6801,11.9678
10.2302,11.1802,10.913,11.447,9.62107,7.54277,9.15507,9.87045,9.73606,9.79227,10.293,8.33651,7.62404,10.6692,7.89646,9.49234,7.78725,10.5956,11.0426,10.6439,9.53369,10.1535,10.0414,9.74657,9.57996,9.20825,9.49901,9.66724,11.5395,9.25532,10.021,8.91977,10.1542,10.6484,9.34806,10.4921,10.3635,7.59984,11.4387,7.79937,9.36195,10.4404,10.0798,11.4414,10.8665,10.0178,8.3517,10.7977,10.341,8.08463,12.0905,9.47638,11.2793,9.33695,8.86921,9.88813,8.4407,9.5595,8.8989,9.66573,7.88042,9.87409,8.37146,9.04017,10.6459,10.6164,11.9806,9.82837,10.8965,10.7354,9.30934,7.83053,11.0045,8.62417,10.3347,7.64791,10.9925,7.94014,8.15304,10.7427,10.204,8.71171,10.0707,8.97091,9.79095,9.49653,10.9205,11.5025,10.6833,10.6467,10.4633,11.3599,8.61223,11.1196,10.0181,8.53338,9.00449,9.86356,8.58859,10.2815,9.77458
8.15381,8.89359,8.84934,8.98049,8.41636,9.73424,10.234,10.6065,9.82754,8.52197,9.52095,8.74494,9.46542,8.94417,10.7208,8.22948,9.51965,9.37659,9.7639,9.00112,8.56109,8.7975,8.52867,7.37167,8.39564,8.25401,8.10213,9.33955,9.81978,8.82038,10.662,7.76819,10.1709,10.1651,10.216,9.79744,10.0443,9.62099,9.56727,9.18159,8.03107,9.5114,10.6903,10.2213,8.64026,10.5825,10.2574,8.93312,8.58399,10.744,9.60758,8.18454,8.01006,7.71021,7.32332,9.18762,8.13856,8.98608,9.05846,8.43208,10.7187,8.30729,10.5261,9.13867,9.05357,8.68794,9.97975,8.42171,8.63927,8.23104,9.27687,8.28832,10.3627,9.126,10.6536,9.2489,9.67802,10.6237,8.62772,8.79234,9.24386,9.0878,10.1794,8.1553,9.85491,8.08909,8.27556,9.52692,10.6773,10.2947,10.4358,9.63199,7.37816,8.99374,9.95705,9.73266,8.15544,10.4528,9.97876,9.8035,9.2381
12.9323,11.4712,11.1006,12.349,12.7971,13.1362,12.8894,12.6129,11.2796,12.5992,11.2788,13.0356,13.7972,11.2139,13.1256,12.5295,13.3766,12.9849,11.4748,10.2604,12.3496,10.6115,12.0585,12.9387,12.4435,12.5308,11.8021,10.6668,11.7402,13.0299,11.8276,12.0627,11.9048,11.3275,12.4322,10.5048,11.4639,13.656,13.215,13.0791,13.2549,10.8367,12.3797,12.4401,13.1827,11.2991,12.5765,10.8911,13.0659,13.1359,12.433,12.6856,11.3039,12.5374,13.1911,13.3114,13.9011,12.4861,12.162,12.8027,13.1441,12.5369,12.9962,11.3976,12.0969,13.1244,13.1259,12.9227,12.6984,11.3663,13.4637,13.199,12.4532,13.5524,13.4055,13.0455,12.9252,12.8407,13.3741,13.1652,13.4358,13.0268,11.5761,12.7876,11.7676,11.787,11.1122,13.4364,11.957,13.2605,12.9693,12.5424,12.8039,11.6357,12.6639,12.7833,12.3687,10.192,13.0346,10.8016,12.4054
11.9377,12.5121,12.0217,13.1667,10.519,9.8082,9.95854,12.1133,11.3475,11.0109,11.2039,9.57268,9.60013,11.9164,8.67643,11.7296,9.61051,11.6744,13.0325,11.9942,10.6025,12.4499,11.1361,9.38136,12.3841,10.178,10.3893,11.1033,14.0279,10.1137,9.99106,11.1694,9.9781,11.6079,10.1167,12.0653,10.3246,9.78214,14.3173,9.91122,9.97749,12.4699,10.5591,12.9747,12.0851,10.1002,11.8589,12.5149,11.2047,8.70164,14.6887,11.6906,13.2746,10.0044,9.86333,11.8105,9.70808,11.0211,9.94216,10.6092,8.68436,11.9329,10.279,10.2764,12.5711,12.267,13.8714,10.5092,12.2738,13.2918,11.4698,9.10308,14.2664,9.78085,11.553,9.9227,11.3366,8.82416,10.142,11.8358,12.2259,12.0478,9.93231,10.3644,11.898,10.2278,12.6783,14.1118,10.9761,11.2022,12.9675,13.0595,10.1231,12.1306,9.97081,10.1692,10.1006,10.5007,10.0654,11.8779,11.2032
10.6968,10.641,10.256,10.9475,9.498,8.88208,8.80018,9.98889,9.37023,9.19112,10.6593,9.55857,8.85727,10.0591,8.69503,10.2487,8.8147,10.7409,10.3321,10.1397,9.30609,10.035,10.0589,9.68422,10.5137,9.74772,9.56806,9.96935,10.4977,9.23289,8.93544,10.4432,9.00924,9.42002,8.62156,9.82702,8.19864,8.86916,10.9645,9.01379,9.50793,10.3065,10.0088,10.2859,10.4648,8.95882,9.55689,10.8343,10.4574,8.62639,10.4136,10.3383,10.5179,9.85952,9.4079,10.2136,9.55655,9.50451,9.41684,9.4312,8.679,10.0098,8.67993,10.0674,10.3194,10.4397,10.8408,9.50003,10.6806,10.4112,10.8772,9.93218,10.2045,9.31019,10.3424,8.97627,10.413,8.49295,9.36308,10.0398,10.093,10.1932,8.95182,9.58091,10.6536,9.59527,10.2417,11.1577,9.8795,9.48961,10.6066,10.8513,9.37976,10.6639,8.83405,8.61688,9.50528,9.0641,8.55152,9.18669,9.78637
14.2062,14.0803,13.2422,14.8237,11.5288,14.1734,12.2466,13.7337,12.3783,13.6218,11.726,16.7724,14.702,11.8043,14.148,13.3241,14.4695,14.8223,13.036,12.2782,13.7551,11.8419,15.5997,13.7153,12.6023,12.3063,13.8216,10.898,13.4095,14.0374,12.8362,11.622,12.8208,11.8854,11.9115,12.1057,11.9796,14.3951,14.6948,14.7805,11.8303,13.2603,13.2449,13.7272,13.208,14.0098,13.0847,13.0876,12.5008,13.9,15.3332,12.69,14.4678,11.4983,12.6608,15.762,12.9272,14.8864,13.7957,11.4922,14.2099,13.3606,13.9329,13.2402,13.4948,13.6344,14.2178,11.4472,13.8047,14.4727,14.5117,16.5406,14.0516,13.7902,16.641,14.221,14.1421,13.7849,14.0714,12.5567,12.3524,13.5913,12.3585,12.5267,13.1324,13.9599,14.3481,15.1936,14.7156,12.968,13.8327,13.9452,12.6325,13.9673,11.8801,12.6266,13.081,11.5287,11.9185,12.0682,13.4226
